name,platform,year_of_release,genre,publisher,na_sales_cleaned,eu_sales_cleaned,jp_sales_cleaned,other_sales_cleaned,global_sales_cleaned,critic_score,critic_count,user_score,user_count,developer,rating
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,20000,0,0,0,30000,41,6,tbd,,Twelve Games,E10+
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,30000,0,0,0,30000,66,16,4.5,4,Backbone Entertainment,T
Loading Human,PS4,2016,Adventure,FuRyu Corporation,10000,10000,0,0,30000,,,,,,
The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,20000,0,0,30000,,,,,,
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,30000,0,30000,77,33,6.9,30,SCE Japan Studio,E10+
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,20000,10000,0,0,30000,68,5,tbd,,Konami,E
Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0,0,30000,0,30000,,,,,,
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,20000,0,0,0,30000,41,7,tbd,,Nordcurrent,E10+
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0,0,30000,0,30000,,,,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,30000,0,30000,,,,,,
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,30000,0,30000,,,,,,
SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0,20000,0,10000,30000,,,,,,
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,20000,0,0,30000,82,38,8.3,341,Amanita Design,
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,10000,10000,0,0,30000,45,14,tbd,,Yuke's,E10+
Max Payne,GBA,2003,Shooter,Take-Two Interactive,20000,10000,0,0,30000,78,33,7.8,13,Mobius Entertainment,M
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,20000,10000,0,0,30000,,,,,,
Little Bears,DS,2009,Simulation,RTL,30000,0,0,0,30000,,,tbd,,B-Alive,E
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0,0,30000,0,30000,,,,,,
Rush Hour,PS,1997,Misc,Psygnosis,20000,10000,0,0,30000,,,,,,
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,20000,10000,0,0,30000,49,12,tbd,,Capcom,E
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,20000,0,0,0,30000,,,,,,
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,30000,0,30000,,,,,,
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0,20000,0,0,30000,,,,,,
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,20000,0,0,0,30000,64,15,7.9,10,Quicksilver Software,E
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,20000,0,0,30000,74,16,8.6,60,GSC Game World,T
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0,0,30000,0,30000,,,,,,
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,20000,10000,0,0,30000,58,4,3.5,4,Nordic Games Publishing,E
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,20000,10000,0,0,30000,,,,,,
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0,0,30000,0,30000,,,,,,
Kisuato,PSV,2015,Adventure,TGL,0,0,30000,0,30000,,,,,,
NBA 2K7,XB,2006,Sports,Take-Two Interactive,20000,10000,0,0,30000,83,8,8.6,5,"Kush Games, Visual Concepts",E
Auto Modellista,GC,2003,Racing,Capcom,20000,10000,0,0,30000,62,7,tbd,,Capcom,E
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,30000,0,30000,,,,,,
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0,20000,0,0,30000,,,,,,
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,20000,10000,0,0,30000,,,tbd,,"Machineworks Northwest, WXP",E10+
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,20000,10000,0,0,30000,78,15,tbd,,Full-Fat,E
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0,0,30000,0,30000,,,,,,
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0,0,30000,0,30000,,,,,,
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,10000,0,10000,0,30000,43,5,7.4,24,Arc System Works,M
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,30000,0,0,0,30000,55,13,tbd,,Headlock,E
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,20000,10000,0,0,30000,47,11,tbd,,Hudson Soft,E
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Dream Girl Premier,3DS,2015,Misc,Alchemist,0,0,30000,0,30000,,,,,,
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,30000,0,30000,,,,,,
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,30000,0,30000,,,,,,
Darius II,SAT,1995,Shooter,Taito,0,0,30000,0,30000,,,,,,
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0,0,30000,0,30000,,,,,,
ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,20000,0,0,30000,73,32,7.4,57,Black Hole Games,M
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,30000,0,30000,,,,,,
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,10000,10000,0,0,30000,62,13,8.5,11,Micro Cabin,T
Putty Squad,PSV,2013,Platform,System 3,10000,10000,0,10000,30000,,,8.2,6,System 3,E10+
Gotcha Force,GC,2003,Shooter,Capcom,10000,0,10000,0,30000,56,24,8.2,17,Capcom,E
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,10000,10000,0,0,30000,59,9,6,20,Reflections Interactive,M
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,20000,0,0,30000,84,48,7.5,133,Digital Illusions,T
Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0,20000,0,10000,30000,,,,,,
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0,20000,0,0,30000,70,6,tbd,,Deep Silver,T
The Perfect Golf,PS,1995,Sports,Seta Corporation,0,0,30000,0,30000,,,,,,
Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0,0,30000,0,30000,,,,,,
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,20000,10000,0,0,30000,,,,,,
Dead Rising 2,PS4,2016,Action,Capcom,10000,0,10000,0,30000,82,4,6.6,8,Blue Castle Games,M
Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,20000,10000,0,0,30000,,,,,,
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,20000,0,0,30000,83,14,8.4,52,Funcom,M
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,30000,0,30000,,,,,,
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0,30000,0,0,30000,,,,,Freedom Factory Studios,T
Steins;Gate 0,PS3,2015,Adventure,5pb,0,0,30000,0,30000,,,,,,
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0,30000,0,0,30000,,,8.8,4,"Activision, Behaviour Interactive",E
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,20000,0,0,30000,,,,,,
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,30000,0,30000,,,,,,
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,20000,10000,0,0,30000,75,18,9,9,Eurocom Entertainment Software,T
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,30000,0,30000,,,,,,
Clannad,X360,2008,Adventure,Prototype,0,0,30000,0,30000,,,,,,
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0,0,30000,0,30000,,,,,,
Jet Grind Radio,GBA,2003,Action,Sega,20000,10000,0,0,30000,74,22,9.3,6,Vicarious Visions,E
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0,20000,0,0,30000,,,tbd,,Wicked Witch Software,
Prince of Persia (2008),PC,2008,Action,Ubisoft,0,20000,0,0,30000,,,,,,
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,20000,0,0,0,30000,66,10,tbd,,Konami,E
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0,0,30000,0,30000,,,,,,
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,20000,0,0,30000,86,46,9,802,Remedy Entertainment,M
Magicka,PC,2011,Role-Playing,Paradox Interactive,0,20000,0,10000,30000,74,44,7.6,602,Arrowhead Game Studios,T
Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0,20000,0,0,30000,,,,,,
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",20000,10000,0,0,30000,76,17,6.5,11,Magic Pockets,T
The Adventures of Lomax,PS,1996,Platform,Psygnosis,10000,10000,0,0,30000,,,,,,
Under the Skin,PS2,2004,Action,Capcom,10000,10000,0,0,30000,55,30,tbd,,Capcom,T
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0,20000,0,0,30000,,,,,Mastertronic,E10+
Kabu Trader Shun,DS,2007,Action,Capcom,0,0,30000,0,30000,,,,,,
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,20000,0,30000,,,,,,
Poy Poy,PS,1997,Action,Konami Digital Entertainment,10000,10000,0,0,30000,,,,,,
NHL 07,XB,2006,Sports,Electronic Arts,20000,10000,0,0,30000,75,14,7.7,6,EA Sports,E10+
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,20000,0,0,0,30000,45,4,tbd,,Rainbow Studios,
AMNESIA World,PSV,2014,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0,0,30000,0,30000,,,,,,
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,10000,10000,0,0,30000,68,12,7.4,55,Spiders,M
Resident Evil 5 HD,PS4,2016,Action,Capcom,20000,0,0,10000,30000,,,,,,
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,10000,10000,0,10000,30000,,,8.3,8,Acquire,T
Teddy Together,3DS,2016,Simulation,Nintendo,0,20000,0,0,30000,,,tbd,,Arika,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,30000,0,30000,,,,,,
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0,20000,0,0,30000,84,30,8.7,104,ArenaNet,T
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0,20000,0,0,30000,,,,,,
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,20000,10000,0,0,30000,,,,,,
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0,0,30000,0,30000,,,,,,
Battlezone,PSP,2006,Shooter,Atari,20000,0,0,0,30000,57,13,tbd,,Paradigm Entertainment,E10+
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0,0,30000,0,30000,,,,,,
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,30000,0,30000,63,29,6.1,34,Electronic Arts,T
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,30000,0,30000,,,,,,
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,10000,10000,0,0,30000,,,,,,
Galileo,DS,2008,Adventure,D3Publisher,0,0,30000,0,30000,,,,,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,10000,10000,0,0,30000,,,tbd,,Sandlot Games,E
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,10000,10000,0,0,30000,53,32,6.7,10,TT Games,E
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Madden NFL 07,GBA,2006,Sports,Electronic Arts,20000,10000,0,0,30000,68,4,9.3,4,Exient Entertainment,E
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Renegade Racers,PS,1999,Racing,Interplay,10000,10000,0,0,30000,,,,,,
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,20000,0,0,0,30000,,,,,,
MySims,PC,2008,Simulation,Electronic Arts,0,20000,0,0,30000,70,12,6.4,8,EA Redwood Shores,E
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,10000,10000,0,0,30000,74,9,7.3,24,Maxis,T
AniMates!,DS,2007,Simulation,Lexicon Entertainment,20000,0,0,0,30000,33,4,2.5,4,Dreamcatcher,E
Franklin the Turtle,GBA,2005,Misc,Game Factory,20000,10000,0,0,30000,,,,,,
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0,0,30000,0,30000,,,,,,
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,20000,0,0,30000,46,9,4.7,46,"LucasArts, Krome Studios",T
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,20000,0,0,30000,59,4,6.6,19,"Activision, Behaviour Interactive",E
My Ballet Studio,Wii,2009,Simulation,505 Games,20000,0,0,0,30000,,,tbd,,505 Games,E
Backyard NFL Football,Wii,2007,Sports,Atari,20000,0,0,0,30000,,,,,,
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,20000,0,0,0,30000,57,11,7.8,9,Acquire,T
Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,20000,10000,0,0,30000,,,tbd,,EC Interactive Games,E
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,20000,0,0,30000,72,11,7.5,257,"Mad Doc Software, Rockstar Vancouver",T
River King: Wonderful Journey,PS2,2005,Sports,505 Games,10000,10000,0,0,30000,,,,,,
Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0,0,30000,0,30000,,,,,,
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0,20000,0,0,30000,,,3.2,26,"Frontier Developments, Various",E
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,20000,10000,0,0,30000,72,8,7.4,7,WayForward,E10+
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,0,0,30000,0,30000,,,,,,
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,20000,0,0,0,30000,,,7.4,7,Natsume,E
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,20000,0,0,30000,,,7.8,6,Ensemble Studios,T
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,30000,0,30000,,,,,,
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,20000,10000,0,0,30000,,,1.2,5,Direct Action Games,M
Metal Saga,PS2,2005,Role-Playing,Success,10000,10000,0,0,30000,62,26,7.3,9,Crea-Tech,T
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,20000,0,10000,30000,72,4,8.3,15,Larian Studios,M
CID The Dummy,Wii,2009,Platform,Oxygen Interactive,20000,0,0,0,30000,31,7,tbd,,Twelve Games,E10+
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,20000,0,0,30000,80,48,6.8,326,EA DICE,T
Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,20000,0,0,0,30000,,,tbd,,Longtail Studios,E
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0,0,30000,0,30000,,,,,,
Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment,0,0,30000,0,30000,,,,,,
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,20000,0,10000,30000,65,5,6.4,24,Games Farm,T
Bookworm,GBA,2004,Puzzle,Unknown,20000,10000,0,0,30000,62,5,,,PopCap,E
Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,20000,0,0,0,30000,,,tbd,,Brain Toys,E10+
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,30000,0,30000,,,,,,
My DoItAll,DS,2009,Misc,Tomy Corporation,20000,0,0,0,30000,60,4,tbd,,Tomy Corporation,E
Shakugan no Shana,PS2,2006,Adventure,Media Works,0,0,30000,0,30000,,,,,,
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0,0,30000,0,30000,,,,,,
Lost Planet 2,PC,2010,Shooter,Capcom,0,20000,0,0,30000,63,15,6.3,87,Capcom,T
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,20000,0,0,0,30000,,,2,6,Data Design Interactive,E
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,20000,0,0,30000,73,16,7.9,222,Egosoft,T
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
HotBrain,PSP,2007,Puzzle,Midway Games,20000,0,0,0,30000,,,,,,
Hankou Shashin,SAT,1996,Adventure,Imagineer,0,0,30000,0,30000,,,,,,
Little Busters! Converted Edition,PSV,2012,Action,Prototype,0,0,30000,0,30000,,,,,,
Open Season,PS2,2006,Platform,Ubisoft,10000,10000,0,0,30000,57,6,tbd,,Ubisoft,E10+
Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,20000,0,0,0,30000,,,tbd,,Glyphic Entertainment,E
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,30000,0,30000,,,,,,
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,10000,10000,0,0,30000,67,17,6.2,12,Microids,T
Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,30000,0,30000,,,,,,
Ocean Commander,Wii,2009,Simulation,Valcon Games,20000,0,0,0,30000,,,tbd,,Cyber Planet,E
Let's Play Ballerina,Wii,2010,Sports,Deep Silver,20000,0,0,0,30000,,,tbd,,ZigZagIsland,E
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,20000,0,0,0,30000,,,tbd,,"Atari, Atari SA",E
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0,0,30000,0,30000,,,,,,
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,30000,0,30000,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Pitball,PS,1996,Sports,Time Warner Interactive,10000,10000,0,0,30000,,,,,,
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0,0,30000,0,30000,,,,,,
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,10000,10000,0,0,30000,52,13,5.3,9,Rebellion,M
Ducati Moto,DS,2008,Racing,Vir2L Studios,20000,0,0,0,30000,69,4,tbd,,4J Studios,E
Drome Racers,GBA,2003,Racing,THQ,20000,10000,0,0,30000,73,9,tbd,,Mobius Entertainment,E
SWAT 4,PC,2005,Shooter,Vivendi Games,0,20000,0,0,30000,85,49,8.6,224,Irrational Games,M
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0,20000,0,0,30000,,,,,,
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,20000,0,0,0,30000,,,,,,
Battlefield 1942,PC,2002,Shooter,Electronic Arts,10000,10000,0,0,30000,89,27,8.6,327,Digital Illusions,T
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0,0,30000,0,30000,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,30000,0,30000,,,,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,30000,0,30000,,,,,,
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,10000,10000,0,0,30000,,,6.6,5,49Games,E
Magicka Collection,PC,2011,Adventure,Unknown,0,20000,0,0,30000,,,7.5,6,Paradox Interactive,T
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,0,0,20000,0,30000,,,,,,
R-Type Delta,PS,1998,Shooter,Irem Software Engineering,10000,10000,0,0,30000,,,,,,
Petz: Catz Playground,DS,2010,Simulation,Ubisoft,20000,0,0,0,30000,,,tbd,,Ubisoft,E
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,30000,0,30000,,,,,,
Secrets of the Titanic,DS,2012,Action,Avanquest Software,0,20000,0,0,30000,,,,,,
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,20000,0,0,30000,54,6,6.2,11,Wizarbox,
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,20000,0,0,0,30000,45,9,7.3,4,7 Studios,E10+
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0,0,30000,0,30000,,,,,,
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0,0,30000,0,30000,,,,,,
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0,0,30000,0,30000,,,,,,
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,20000,0,0,0,30000,,,tbd,,Data Design Interactive,E
War Gods,PS,1996,Fighting,GT Interactive,10000,10000,0,0,30000,,,,,,
Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,20000,0,0,0,30000,,,tbd,,Brain Toys,E
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0,20000,0,10000,30000,,,6.8,13,Arc System Works,T
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,20000,0,0,30000,62,22,6.4,11,"Neon Studios, Kaiko",E10+
Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0,0,30000,0,30000,,,,,,
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,20000,0,0,0,30000,70,4,tbd,,Gearbox Software,M
Beyblade Burst,3DS,2016,Role-Playing,FuRyu,0,0,30000,0,30000,,,,,,
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,20000,0,0,30000,80,51,7.9,159,Gas Powered Games,M
Doki Oki,PS,1995,Adventure,Banpresto,0,0,20000,0,30000,,,,,,
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0,0,30000,0,30000,,,,,,
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,20000,0,0,30000,74,31,8.4,46,Eidos Interactive,T
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,30000,0,30000,,,,,,
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0,0,30000,0,30000,,,,,,
Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0,0,30000,0,30000,,,,,,
I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,20000,0,0,0,30000,,,,,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0,0,20000,0,20000,,,,,,
Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games,0,20000,0,0,20000,,,,,,
Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0,20000,0,0,20000,,,,,,
MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,0,0,20000,0,20000,,,,,,
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,20000,0,0,20000,,,8.2,11,BioWare,M
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0,0,20000,0,20000,,,,,,
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,20000,0,0,0,20000,67,15,6.1,7,PuzzleKings,E
GRID Autosport,PC,2014,Racing,Codemasters,0,20000,0,0,20000,78,35,6.2,257,Codemasters,E
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,20000,10000,0,0,20000,,,,,,
Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0,0,20000,0,20000,,,,,,
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0,0,20000,0,20000,,,,,,
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0,0,20000,0,20000,,,,,,
Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,20000,10000,0,0,20000,,,,,,
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0,0,20000,0,20000,,,,,,
America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0,0,20000,0,20000,,,,,,
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,20000,0,20000,,,,,,
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli,0,0,20000,0,20000,,,,,,
Let's Play Garden,Wii,2010,Simulation,Deep Silver,20000,0,0,0,20000,,,tbd,,Deep Silver,E
My Animal Centre,Wii,2009,Simulation,Deep Silver,0,20000,0,0,20000,,,,,,
